D,k,p_marg,p_max,sample,set,top1,top10,top20,top3,top5,topk_auc
0.001,1.057095276242629,-230.27585617744808,-1.0,0,train,20.0,74.0,82.0,46.0,54.0,0.661
0.005,1.057095276242629,-230.24596578115836,-1.0,0,train,20.0,74.0,82.0,46.0,54.0,0.663
0.01,1.057095276242629,-230.20960663131675,-1.0,0,train,20.0,74.0,82.0,48.0,54.0,0.663
0.05,1.057095276242629,-229.95905617998923,-1.0,0,train,18.0,72.0,82.0,48.0,56.00000000000001,0.668
0.1,1.057095276242629,-229.74621984391987,-1.0,0,train,22.0,74.0,78.0,48.0,64.0,0.667
0.15,1.057095276242629,-229.6423497753905,-1.0,0,train,24.0,74.0,78.0,46.0,60.0,0.67
0.25,1.057095276242629,-229.7468100521362,-1.0,0,train,26.0,76.0,78.0,50.0,66.0,0.682
0.35,1.057095276242629,-230.24128815060152,-1.0,0,train,28.000000000000004,76.0,78.0,48.0,57.99999999999999,0.676
0.5,1.057095276242629,-231.63453210838648,-1.0,0,train,20.0,74.0,80.0,48.0,56.00000000000001,0.664
0.0,,,,0,test,19.0,68.0,77.0,47.0,61.0,0.64
0.001,1.3384000668822948,-233.34502972366533,-1.0,1,train,26.0,64.0,70.0,44.0,50.0,0.592
0.005,1.3384000668822948,-233.3382430252677,-1.0,1,train,30.0,66.0,70.0,44.0,50.0,0.598
0.01,1.3384000668822948,-233.33085168387998,-1.0,1,train,30.0,66.0,70.0,44.0,50.0,0.599
0.05,1.3384000668822948,-233.3149246008496,-1.0,1,train,30.0,66.0,72.0,44.0,54.0,0.608
0.1,1.3384000668822948,-233.40018957933032,-1.0,1,train,30.0,66.0,70.0,42.0,52.0,0.601
0.15,1.3384000668822948,-233.59686325107148,-1.0,1,train,30.0,64.0,72.0,42.0,52.0,0.596
0.25,1.3384000668822948,-234.29856447478525,-1.0,1,train,32.0,66.0,70.0,44.0,50.0,0.597
0.35,1.3384000668822948,-235.36848794379506,-1.0,1,train,30.0,66.0,70.0,44.0,50.0,0.595
0.5,1.3384000668822948,-237.56864740441353,-1.0,1,train,24.0,62.0,76.0,42.0,46.0,0.58
0.0,,,,1,test,21.0,71.0,83.0,48.0,59.0,0.674
0.001,1.0841709830252952,-225.98506861038175,-1.0,2,train,22.0,74.0,84.0,38.0,57.99999999999999,0.674
0.005,1.0841709830252952,-225.94643520732654,-1.0,2,train,22.0,74.0,84.0,42.0,57.99999999999999,0.677
0.01,1.0841709830252952,-225.89981372653511,-1.0,2,train,22.0,74.0,84.0,42.0,57.99999999999999,0.68
0.05,1.0841709830252952,-225.59411777343755,-1.0,2,train,22.0,78.0,86.0,44.0,60.0,0.699
0.1,1.0841709830252952,-225.37741062228824,-1.0,2,train,20.0,76.0,86.0,44.0,66.0,0.707
0.15,1.0841709830252952,-225.33138990889677,-1.0,2,train,16.0,74.0,86.0,48.0,64.0,0.709
0.25,1.0841709830252952,-225.6730949963175,-1.0,2,train,14.000000000000002,74.0,84.0,46.0,52.0,0.671
0.35,1.0841709830252952,-226.47433630254454,-1.0,2,train,14.000000000000002,70.0,82.0,42.0,52.0,0.644
0.5,1.0841709830252952,-228.31790505088898,-1.0,2,train,14.000000000000002,64.0,80.0,38.0,50.0,0.591
0.0,,,,2,test,19.0,70.0,78.0,48.0,56.99999999999999,0.642
0.001,1.072392308729276,-213.0149959535143,-1.0,3,train,26.0,70.0,82.0,48.0,60.0,0.674
0.005,1.072392308729276,-212.99959613134314,-1.0,3,train,26.0,70.0,82.0,50.0,60.0,0.678
0.01,1.072392308729276,-212.98177266833125,-1.0,3,train,26.0,70.0,82.0,50.0,60.0,0.686
0.05,1.072392308729276,-212.89566783500362,-1.0,3,train,28.000000000000004,70.0,86.0,52.0,64.0,0.7
0.1,1.072392308729276,-212.92473903110167,-1.0,3,train,30.0,70.0,86.0,50.0,62.0,0.702
0.15,1.072392308729276,-213.09548358322303,-1.0,3,train,30.0,74.0,86.0,50.0,62.0,0.708
0.25,1.072392308729276,-213.80919497846878,-1.0,3,train,28.000000000000004,72.0,86.0,52.0,62.0,0.71
0.35,1.072392308729276,-214.93348622996743,-1.0,3,train,30.0,76.0,84.0,52.0,60.0,0.708
0.5,1.072392308729276,-217.21848693030492,-1.0,3,train,26.0,74.0,84.0,48.0,60.0,0.684
0.0,,,,3,test,26.0,73.0,81.0,50.0,61.0,0.6765
0.001,1.0777392328768498,-221.1026566653093,-1.0,4,train,16.0,62.0,76.0,44.0,57.99999999999999,0.608
0.005,1.0777392328768498,-221.09033548243596,-1.0,4,train,20.0,62.0,76.0,44.0,57.99999999999999,0.61
0.01,1.0777392328768498,-221.0765707624491,-1.0,4,train,22.0,62.0,76.0,44.0,57.99999999999999,0.612
0.05,1.0777392328768498,-221.03042291329004,-1.0,4,train,22.0,64.0,78.0,46.0,56.00000000000001,0.632
0.1,1.0777392328768498,-221.12356086982507,-1.0,4,train,24.0,68.0,78.0,48.0,56.00000000000001,0.646
0.15,1.0777392328768498,-221.36712469339312,-1.0,4,train,22.0,72.0,78.0,48.0,56.00000000000001,0.651
0.25,1.0777392328768498,-222.23312239473583,-1.0,4,train,20.0,68.0,78.0,46.0,56.00000000000001,0.651
0.35,1.0777392328768498,-223.5065999597428,-1.0,4,train,20.0,68.0,76.0,48.0,57.99999999999999,0.641
0.5,1.0777392328768498,-226.0101581361615,-1.0,4,train,20.0,60.0,74.0,44.0,50.0,0.593
0.0,,,,4,test,28.000000000000004,73.0,80.0,51.0,62.0,0.672
0.001,1.0507891689712907,-219.02904079617593,-1.0,5,train,24.0,68.0,82.0,52.0,60.0,0.67
0.005,1.0507891689712907,-219.03535831655685,-1.0,5,train,24.0,68.0,82.0,52.0,60.0,0.67
0.01,1.0507891689712907,-219.04422637826332,-1.0,5,train,24.0,68.0,82.0,52.0,60.0,0.67
0.05,1.0507891689712907,-219.1539294741356,-1.0,5,train,24.0,70.0,82.0,52.0,62.0,0.679
0.1,1.0507891689712907,-219.38643473387796,-1.0,5,train,26.0,68.0,80.0,48.0,60.0,0.662
0.15,1.0507891689712907,-219.72034219480057,-1.0,5,train,28.000000000000004,70.0,82.0,48.0,60.0,0.663
0.25,1.0507891689712907,-220.66442142920585,-1.0,5,train,30.0,66.0,82.0,52.0,60.0,0.66
0.35,1.0507891689712907,-221.9273408628563,-1.0,5,train,28.000000000000004,66.0,80.0,52.0,60.0,0.649
0.5,1.0507891689712907,-224.31072249919814,-1.0,5,train,18.0,64.0,78.0,50.0,54.0,0.615
0.0,,,,5,test,27.0,71.0,78.0,48.0,56.99999999999999,0.649
0.001,1.0219422886430218,-227.72162097210196,-1.0,6,train,20.0,70.0,80.0,40.0,56.00000000000001,0.64
0.005,1.0219422886430218,-227.71829210931423,-1.0,6,train,20.0,74.0,80.0,40.0,56.00000000000001,0.652
0.01,1.0219422886430218,-227.71517358276944,-1.0,6,train,22.0,74.0,80.0,40.0,56.00000000000001,0.651
0.05,1.0219422886430218,-227.73129881131985,-1.0,6,train,24.0,72.0,80.0,38.0,50.0,0.642
0.1,1.0219422886430218,-227.85176316124577,-1.0,6,train,30.0,74.0,80.0,40.0,52.0,0.656
0.15,1.0219422886430218,-228.08101442731038,-1.0,6,train,30.0,72.0,82.0,40.0,56.00000000000001,0.664
0.25,1.0219422886430218,-228.85787217511742,-1.0,6,train,30.0,74.0,80.0,40.0,60.0,0.66
0.35,1.0219422886430218,-230.04239665005775,-1.0,6,train,30.0,72.0,80.0,42.0,56.00000000000001,0.656
0.5,1.0219422886430218,-232.5281212489941,-1.0,6,train,26.0,70.0,78.0,40.0,54.0,0.641
0.0,,,,6,test,23.0,68.0,78.0,52.0,63.0,0.6585
0.001,1.2958530170866134,-229.94460617878306,-1.0,7,train,16.0,64.0,76.0,40.0,54.0,0.596
0.005,1.2958530170866134,-229.9162102991282,-1.0,7,train,16.0,64.0,76.0,40.0,54.0,0.598
0.01,1.2958530170866134,-229.88153914763714,-1.0,7,train,16.0,64.0,76.0,38.0,54.0,0.598
0.05,1.2958530170866134,-229.63770669230396,-1.0,7,train,18.0,64.0,76.0,46.0,64.0,0.626
0.1,1.2958530170866134,-229.41915909022717,-1.0,7,train,22.0,68.0,76.0,48.0,57.99999999999999,0.643
0.15,1.2958530170866134,-229.29918270003236,-1.0,7,train,20.0,68.0,76.0,50.0,60.0,0.655
0.25,1.2958530170866134,-229.35535543114818,-1.0,7,train,22.0,72.0,76.0,52.0,60.0,0.662
0.35,1.2958530170866134,-229.78260991226213,-1.0,7,train,18.0,74.0,80.0,54.0,62.0,0.677
0.5,1.2958530170866134,-231.01733238840163,-1.0,7,train,16.0,70.0,82.0,44.0,57.99999999999999,0.66
0.0,,,,7,test,30.0,77.0,85.0,56.99999999999999,69.0,0.731
0.001,1.0811089491728565,-213.7187630356253,-1.0,8,train,32.0,76.0,80.0,62.0,70.0,0.722
0.005,1.0811089491728565,-213.74342174388147,-1.0,8,train,32.0,76.0,80.0,62.0,70.0,0.721
0.01,1.0811089491728565,-213.77532298889076,-1.0,8,train,32.0,76.0,80.0,60.0,70.0,0.72
