D,k,ndcg,p_marg,p_max,sample,set,top1,top10,top20,top3,top5,topk_auc,un_p_marg,un_topk_auc
0.001,1.057095276242629,0.47656636670598757,-230.2745398296193,-1.0,0,train,20.0,74.0,82.0,48.0,54.0,0.661,-5.844074291902829,0.661
0.005,1.057095276242629,0.47743080484225275,-230.2395144374344,-1.0,0,train,20.0,74.0,82.0,48.0,54.0,0.663,-5.7818041723868925,0.663
0.01,1.057095276242629,0.48402313759348586,-230.19702547683812,-1.0,0,train,22.0,74.0,82.0,50.0,54.0,0.667,-5.725037835975664,0.667
0.05,1.057095276242629,0.46508888207727656,-229.9081650031942,-1.0,0,train,18.0,74.0,80.0,48.0,57.99999999999999,0.669,-5.63589908746079,0.669
0.1,1.057095276242629,0.4755579585785856,-229.6707443650985,-1.0,0,train,18.0,76.0,82.0,48.0,60.0,0.673,-5.8078155270480885,0.673
0.15,1.057095276242629,0.49023617307876327,-229.56353626238268,-1.0,0,train,24.0,74.0,82.0,48.0,60.0,0.674,-6.126011464082311,0.674
0.25,1.057095276242629,0.5026323765386705,-229.70980795786863,-1.0,0,train,22.0,72.0,80.0,46.0,57.99999999999999,0.664,-6.836583050997125,0.664
0.35,1.057095276242629,0.47404694602603764,-230.28864530667482,-1.0,0,train,18.0,66.0,78.0,48.0,54.0,0.639,-7.595012166824045,0.646
0.5,1.057095276242629,0.4537126030073568,-231.83866994735962,-1.0,0,train,16.0,60.0,76.0,42.0,52.0,0.593,-8.929582288337482,0.618
0.0,,,,,0,test,19.0,68.0,77.0,47.0,61.0,0.64,,
0.001,1.3384000668822948,0.45437526439656106,-233.34598715259958,-1.0,1,train,26.0,64.0,70.0,44.0,50.0,0.589,-8.278272092415639,0.589
0.005,1.3384000668822948,0.45402477647870276,-233.34303778459437,-1.0,1,train,26.0,64.0,70.0,44.0,50.0,0.589,-8.230107579015096,0.589
0.01,1.3384000668822948,0.4607355275100579,-233.34046006484533,-1.0,1,train,28.000000000000004,64.0,70.0,44.0,50.0,0.59,-8.19372443253613,0.59
0.05,1.3384000668822948,0.45402487229370997,-233.3636907916698,-1.0,1,train,26.0,64.0,70.0,40.0,52.0,0.591,-8.191324789905313,0.591
0.1,1.3384000668822948,0.4502974262478516,-233.4993367811847,-1.0,1,train,26.0,62.0,70.0,38.0,52.0,0.581,-8.369735032977301,0.582
0.15,1.3384000668822948,0.444637322710639,-233.74745696090983,-1.0,1,train,26.0,62.0,68.0,38.0,50.0,0.576,-8.601787104661417,0.576
0.25,1.3384000668822948,0.44191627713020404,-234.55230522352397,-1.0,1,train,28.000000000000004,62.0,68.0,40.0,50.0,0.569,-9.106312445992002,0.566
0.35,1.3384000668822948,0.439997068982066,-235.72247415374065,-1.0,1,train,24.0,62.0,68.0,42.0,50.0,0.564,-9.653932704399445,0.562
0.5,1.3384000668822948,0.40668763379434125,-238.06555075976837,-1.0,1,train,18.0,57.99999999999999,66.0,42.0,48.0,0.548,-10.442275833296566,0.543
0.0,,,,,1,test,21.0,71.0,83.0,48.0,59.0,0.674,,
0.001,1.0841709830252952,0.4725235288954313,-225.98517549059693,-1.0,2,train,22.0,72.0,84.0,38.0,57.99999999999999,0.673,-5.79380366337022,0.673
0.005,1.0841709830252952,0.4754850114843957,-225.947060357515,-1.0,2,train,22.0,72.0,84.0,42.0,57.99999999999999,0.678,-5.713933272250774,0.678
0.01,1.0841709830252952,0.47530177396040996,-225.90128441211843,-1.0,2,train,22.0,74.0,84.0,42.0,56.00000000000001,0.68,-5.637578382761919,0.68
0.05,1.0841709830252952,0.4925450845636628,-225.6088789078313,-1.0,2,train,22.0,78.0,86.0,44.0,60.0,0.695,-5.637508866066099,0.698
0.1,1.0841709830252952,0.4979082054974604,-225.41833228059934,-1.0,2,train,22.0,78.0,86.0,48.0,62.0,0.709,-6.0930279683555755,0.709
0.15,1.0841709830252952,0.49411053074406797,-225.40035470485998,-1.0,2,train,22.0,78.0,86.0,48.0,62.0,0.704,-6.675093221740096,0.709
0.25,1.0841709830252952,0.47123490815268126,-225.7879618867138,-1.0,2,train,18.0,70.0,84.0,50.0,56.00000000000001,0.661,-7.810635313357412,0.675
0.35,1.0841709830252952,0.4375688960485067,-226.61985157995346,-1.0,2,train,14.000000000000002,68.0,78.0,42.0,48.0,0.613,-8.925272671123308,0.639
0.5,1.0841709830252952,0.3956476323011418,-228.49645739126416,-1.0,2,train,16.0,54.0,74.0,36.0,44.0,0.543,-10.618553340698714,0.58
0.0,,,,,2,test,19.0,70.0,78.0,48.0,56.99999999999999,0.642,,
0.001,1.072392308729276,0.5085284446294742,-213.01606477908064,-1.0,3,train,26.0,70.0,82.0,48.0,60.0,0.673,-6.260103849316528,0.673
0.005,1.072392308729276,0.5104482106192318,-213.00516871774693,-1.0,3,train,26.0,70.0,82.0,50.0,60.0,0.677,-6.195571158614936,0.677
0.01,1.072392308729276,0.5138824786131985,-212.993472880527,-1.0,3,train,26.0,70.0,82.0,50.0,57.99999999999999,0.681,-6.134469420639265,0.681
0.05,1.072392308729276,0.5300363082707765,-212.97322778969087,-1.0,3,train,30.0,70.0,84.0,50.0,60.0,0.684,-6.171522518133856,0.682
0.1,1.072392308729276,0.5411303290241336,-213.1130001306749,-1.0,3,train,30.0,72.0,86.0,48.0,60.0,0.692,-6.62156507695782,0.692
0.15,1.072392308729276,0.5420160885505374,-213.4073823793676,-1.0,3,train,32.0,70.0,86.0,50.0,60.0,0.695,-7.175401474850412,0.695
0.25,1.072392308729276,0.5288469717747434,-214.35817584137604,-1.0,3,train,28.000000000000004,72.0,86.0,52.0,60.0,0.697,-8.311312188414849,0.693
0.35,1.072392308729276,0.5184649347646006,-215.6750747998552,-1.0,3,train,26.0,70.0,82.0,48.0,60.0,0.675,-9.305237870369368,0.693
0.5,1.072392308729276,0.48388259808916695,-218.16911469834628,-1.0,3,train,22.0,64.0,80.0,44.0,50.0,0.63,-10.706172997807771,0.656
0.0,,,,,3,test,26.0,73.0,81.0,50.0,61.0,0.6765,,
0.001,1.0777392328768498,0.43633873929090045,-221.10071983380766,-1.0,4,train,16.0,60.0,76.0,44.0,57.99999999999999,0.604,-6.126026631142751,0.604
0.005,1.0777392328768498,0.4431072318169409,-221.08076509437274,-1.0,4,train,18.0,60.0,76.0,44.0,56.00000000000001,0.604,-6.011696548501066,0.604
0.01,1.0777392328768498,0.45815355590728385,-221.05772601564647,-1.0,4,train,20.0,60.0,78.0,44.0,57.99999999999999,0.607,-5.916032161846034,0.607
0.05,1.0777392328768498,0.46459540620000994,-220.94952782470932,-1.0,4,train,22.0,64.0,78.0,42.0,54.0,0.627,-5.800346045107119,0.626
0.1,1.0777392328768498,0.4678252383945154,-220.9959539200074,-1.0,4,train,22.0,70.0,78.0,44.0,54.0,0.639,-5.975949095475065,0.637
0.15,1.0777392328768498,0.45937545764075904,-221.21995642447527,-1.0,4,train,20.0,70.0,76.0,44.0,54.0,0.634,-6.254765016002282,0.63
0.25,1.0777392328768498,0.44546815324388084,-222.0954471502148,-1.0,4,train,18.0,70.0,76.0,46.0,52.0,0.633,-6.852305910822881,0.628
0.35,1.0777392328768498,0.4479852946071595,-223.4142270796029,-1.0,4,train,18.0,66.0,78.0,50.0,56.00000000000001,0.636,-7.495719673932663,0.624
0.5,1.0777392328768498,0.4273044201036889,-226.02118043280387,-1.0,4,train,16.0,64.0,74.0,50.0,54.0,0.621,-8.55975969765851,0.612
0.0,,,,,4,test,28.000000000000004,73.0,80.0,51.0,62.0,0.672,,
0.001,1.0507891689712907,0.4953936101185991,-219.03398443303738,-1.0,5,train,24.0,66.0,80.0,52.0,60.0,0.659,-5.764755651178029,0.659
0.005,1.0507891689712907,0.4952195142941228,-219.05998840737772,-1.0,5,train,24.0,66.0,80.0,52.0,60.0,0.658,-5.729390439306476,0.658
0.01,1.0507891689712907,0.4821165892241794,-219.09326403692123,-1.0,5,train,22.0,66.0,80.0,50.0,57.99999999999999,0.654,-5.692464648664825,0.651
0.05,1.0507891689712907,0.4817687505510873,-219.38986946020145,-1.0,5,train,22.0,68.0,82.0,48.0,57.99999999999999,0.656,-5.628078919742519,0.656
0.1,1.0507891689712907,0.4751596215196994,-219.83442627589992,-1.0,5,train,22.0,64.0,78.0,46.0,57.99999999999999,0.632,-5.799651939622385,0.641
0.15,1.0507891689712907,0.44640941637457454,-220.35716022059333,-1.0,5,train,20.0,62.0,74.0,48.0,54.0,0.617,-6.120393434310936,0.619
0.25,1.0507891689712907,0.4440220645511454,-221.62021467124669,-1.0,5,train,20.0,60.0,74.0,48.0,54.0,0.606,-6.865183445359285,0.614
0.35,1.0507891689712907,0.4486040630443569,-223.14601023365728,-1.0,5,train,18.0,57.99999999999999,74.0,46.0,52.0,0.586,-7.711238574774702,0.61
0.5,1.0507891689712907,0.3842669861599297,-225.86416037707826,-1.0,5,train,12.0,56.00000000000001,66.0,36.0,48.0,0.529,-9.094389713698313,0.56
0.0,,,,,5,test,27.0,71.0,78.0,48.0,56.99999999999999,0.649,,
0.001,1.0219422886430218,0.4640657296534114,-227.7163879737811,-1.0,6,train,20.0,68.0,80.0,42.0,56.00000000000001,0.646,-4.83729821891322,0.646
0.005,1.0219422886430218,0.47296883943690493,-227.69222951034575,-1.0,6,train,22.0,72.0,80.0,42.0,56.00000000000001,0.655,-4.751339565910676,0.655
0.01,1.0219422886430218,0.4719101862820333,-227.6633054667521,-1.0,6,train,22.0,72.0,80.0,42.0,54.0,0.652,-4.6534168124630195,0.652
0.05,1.0219422886430218,0.48322847057287616,-227.48243330560817,-1.0,6,train,24.0,72.0,82.0,44.0,52.0,0.657,-4.3708747884723005,0.655
0.1,1.0219422886430218,0.4862806404025214,-227.38076897031905,-1.0,6,train,26.0,72.0,80.0,42.0,57.99999999999999,0.667,-4.593937080337148,0.664
0.15,1.0219422886430218,0.49400039081021324,-227.41433092660205,-1.0,6,train,24.0,74.0,84.0,42.0,54.0,0.666,-4.9989534946310386,0.671
0.25,1.0219422886430218,0.4884751861501904,-227.870758898748,-1.0,6,train,26.0,72.0,78.0,40.0,56.00000000000001,0.658,-5.963485007272852,0.662
0.35,1.0219422886430218,0.469974687684902,-228.81175194498715,-1.0,6,train,22.0,70.0,76.0,36.0,50.0,0.625,-7.0462413890965045,0.642
