D,k,p_marg,p_max,sample,set,top1,top10,top20,top3,top5,topk_auc
0.001,1.057095276242629,-5.844058309563893,-0.027267160885601056,0,train,20.0,74.0,82.0,46.0,54.0,0.661
0.005,1.057095276242629,-5.773343047412799,-0.12721200587110967,0,train,20.0,74.0,82.0,46.0,54.0,0.662
0.01,1.057095276242629,-5.706568782357506,-0.23223042676550404,0,train,20.0,74.0,82.0,48.0,54.0,0.663
0.05,1.057095276242629,-5.473659081683894,-0.7299250048175929,0,train,20.0,74.0,82.0,46.0,57.99999999999999,0.668
0.1,1.057095276242629,-5.322231335704037,-1.1682113147799635,0,train,20.0,72.0,80.0,50.0,60.0,0.665
0.15,1.057095276242629,-5.233498874024331,-1.5170189374991159,0,train,24.0,74.0,80.0,52.0,62.0,0.666
0.25,1.057095276242629,-5.144783235883305,-2.0226725302455435,0,train,26.0,72.0,78.0,54.0,60.0,0.666
0.35,1.057095276242629,-5.10702047503366,-2.347884363536501,0,train,26.0,70.0,78.0,54.0,66.0,0.672
0.5,1.057095276242629,-5.068492314047015,-2.5957783607746463,0,train,28.000000000000004,68.0,76.0,56.00000000000001,62.0,0.658
0.0,,,,0,test,19.0,68.0,77.0,47.0,61.0,0.64
0.001,1.057095276242629,-10.209087087352254,-0.058046811987005495,0,test,19.0,70.0,79.0,50.0,62.0,0.658
0.005,1.057095276242629,-10.085343736805246,-0.25040300079169925,0,test,19.0,71.0,79.0,52.0,62.0,0.6635
0.01,1.057095276242629,-9.978259201065807,-0.4436151168514119,0,test,20.0,70.0,79.0,52.0,62.0,0.6665
0.05,1.057095276242629,-9.60463318010564,-1.4073089841291524,0,test,24.0,72.0,81.0,51.0,64.0,0.682
0.1,1.057095276242629,-9.484907523949644,-2.1695028438216393,0,test,24.0,73.0,81.0,52.0,66.0,0.687
0.15,1.057095276242629,-9.467934320235946,-2.746487925003562,0,test,24.0,72.0,81.0,52.0,66.0,0.69
0.25,1.057095276242629,-9.50537588541302,-3.616297767748592,0,test,24.0,74.0,81.0,54.0,66.0,0.6965
0.35,1.057095276242629,-9.565404456081275,-4.2236037219068185,0,test,25.0,73.0,81.0,55.00000000000001,65.0,0.697
0.5,1.057095276242629,-9.585116344645463,-4.74876996730776,0,test,24.0,70.0,81.0,53.0,64.0,0.677
0.0,,,,0,train,14.000000000000002,74.0,82.0,46.0,54.0,0.657
0.001,1.3384000668822948,-8.27875269736694,-0.02454569110680324,1,train,26.0,64.0,70.0,44.0,52.0,0.593
0.005,1.3384000668822948,-8.224992082658542,-0.10303942260094719,1,train,28.000000000000004,66.0,70.0,44.0,50.0,0.596
0.01,1.3384000668822948,-8.175272609263354,-0.18349977801172493,1,train,30.0,66.0,70.0,44.0,50.0,0.598
0.05,1.3384000668822948,-7.931811734174507,-0.6211070422735855,1,train,30.0,66.0,70.0,44.0,52.0,0.603
0.1,1.3384000668822948,-7.732935087868795,-0.9801223651302772,1,train,30.0,66.0,72.0,42.0,54.0,0.606
0.15,1.3384000668822948,-7.562023514898055,-1.260020776792422,1,train,30.0,66.0,72.0,42.0,52.0,0.604
0.25,1.3384000668822948,-7.239213674289727,-1.6873114381423135,1,train,28.000000000000004,64.0,72.0,44.0,52.0,0.601
0.35,1.3384000668822948,-6.898692426003452,-1.9899058521953188,1,train,30.0,64.0,72.0,44.0,52.0,0.605
0.5,1.3384000668822948,-6.369446699704445,-2.25635025367059,1,train,30.0,68.0,70.0,40.0,50.0,0.607
0.0,,,,1,test,21.0,71.0,83.0,48.0,59.0,0.674
0.001,1.3384000668822948,-9.576099628006375,-0.054431861206151774,1,test,22.0,72.0,83.0,48.0,60.0,0.6765
0.005,1.3384000668822948,-9.448837179264876,-0.2516431767103981,1,test,22.0,73.0,83.0,50.0,60.0,0.681
0.01,1.3384000668822948,-9.316677724915124,-0.4734401772453046,1,test,22.0,73.0,83.0,49.0,61.0,0.683
0.05,1.3384000668822948,-8.778042953151006,-1.7128556695512862,1,test,23.0,76.0,86.0,51.0,61.0,0.6985
0.1,1.3384000668822948,-8.596661939949938,-2.687880792148853,1,test,23.0,77.0,87.0,51.0,60.0,0.7145
0.15,1.3384000668822948,-8.575757058271304,-3.4062410078730943,1,test,24.0,78.0,88.0,51.0,60.0,0.721
0.25,1.3384000668822948,-8.712403558382654,-4.434437635916931,1,test,24.0,80.0,90.0,53.0,62.0,0.733
0.35,1.3384000668822948,-8.946159333418768,-5.12953217957291,1,test,27.0,79.0,91.0,54.0,64.0,0.7345
0.5,1.3384000668822948,-9.323805192228583,-5.757137304183178,1,test,24.0,78.0,90.0,54.0,61.0,0.727
0.0,,,,1,train,22.0,64.0,70.0,44.0,52.0,0.587
0.001,1.0841709830252952,-5.7958714709901535,-0.034206175468561605,2,train,22.0,74.0,84.0,38.0,57.99999999999999,0.675
0.005,1.0841709830252952,-5.7164501934206005,-0.1575396991577107,2,train,22.0,74.0,84.0,40.0,57.99999999999999,0.677
0.01,1.0841709830252952,-5.638282340464519,-0.2877552976316463,2,train,22.0,74.0,84.0,42.0,57.99999999999999,0.681
0.05,1.0841709830252952,-5.479219909868959,-0.838060359764273,2,train,24.0,78.0,86.0,42.0,57.99999999999999,0.695
0.1,1.0841709830252952,-5.47235256703602,-1.2374366637762315,2,train,22.0,78.0,86.0,44.0,64.0,0.702
0.15,1.0841709830252952,-5.51041211941608,-1.5224326326985749,2,train,20.0,76.0,86.0,46.0,62.0,0.705
