D,k,p_marg,p_max,sample,set,top1,top10,top20,top3,top5,topk_auc
0.001,1.057095276242629,-230.2745398296194,-1.0,0,train,20.0,74.0,82.0,48.0,54.0,0.661
0.005,1.057095276242629,-230.23951443743425,-1.0,0,train,20.0,74.0,82.0,48.0,54.0,0.663
0.01,1.057095276242629,-230.19702547683823,-1.0,0,train,22.0,74.0,82.0,50.0,54.0,0.667
0.05,1.057095276242629,-229.9081650031941,-1.0,0,train,18.0,74.0,80.0,48.0,57.99999999999999,0.669
0.1,1.057095276242629,-229.6707443650987,-1.0,0,train,18.0,76.0,82.0,48.0,60.0,0.673
0.15,1.057095276242629,-229.56353626238274,-1.0,0,train,24.0,74.0,82.0,48.0,60.0,0.674
0.25,1.057095276242629,-229.70980795786863,-1.0,0,train,22.0,72.0,80.0,46.0,57.99999999999999,0.664
0.35,1.057095276242629,-230.28864530667488,-1.0,0,train,18.0,66.0,78.0,48.0,54.0,0.639
0.5,1.057095276242629,-231.83866994735973,-1.0,0,train,16.0,60.0,76.0,42.0,52.0,0.593
0.0,,,,0,test,19.0,68.0,77.0,47.0,61.0,0.64
0.001,1.3384000668822948,-233.34598715259952,-1.0,1,train,26.0,64.0,70.0,44.0,50.0,0.589
0.005,1.3384000668822948,-233.34303778459434,-1.0,1,train,26.0,64.0,70.0,44.0,50.0,0.589
0.01,1.3384000668822948,-233.34046006484542,-1.0,1,train,28.000000000000004,64.0,70.0,44.0,50.0,0.59
0.05,1.3384000668822948,-233.36369079166934,-1.0,1,train,26.0,64.0,70.0,40.0,52.0,0.591
0.1,1.3384000668822948,-233.49933678118458,-1.0,1,train,26.0,62.0,70.0,38.0,52.0,0.581
0.15,1.3384000668822948,-233.74745696090991,-1.0,1,train,26.0,62.0,68.0,38.0,50.0,0.576
0.25,1.3384000668822948,-234.55230522352434,-1.0,1,train,28.000000000000004,62.0,68.0,40.0,50.0,0.569
0.35,1.3384000668822948,-235.7224741537407,-1.0,1,train,24.0,62.0,68.0,42.0,50.0,0.564
0.5,1.3384000668822948,-238.06555075976848,-1.0,1,train,18.0,57.99999999999999,66.0,42.0,48.0,0.548
0.0,,,,1,test,21.0,71.0,83.0,48.0,59.0,0.674
0.001,1.0841709830252952,-225.9851754905971,-1.0,2,train,22.0,72.0,84.0,38.0,57.99999999999999,0.673
0.005,1.0841709830252952,-225.947060357515,-1.0,2,train,22.0,72.0,84.0,42.0,57.99999999999999,0.678
0.01,1.0841709830252952,-225.9012844121181,-1.0,2,train,22.0,74.0,84.0,42.0,56.00000000000001,0.68
0.05,1.0841709830252952,-225.60887890783115,-1.0,2,train,22.0,78.0,86.0,44.0,60.0,0.695
0.1,1.0841709830252952,-225.418332280599,-1.0,2,train,22.0,78.0,86.0,48.0,62.0,0.709
0.15,1.0841709830252952,-225.40035470486006,-1.0,2,train,22.0,78.0,86.0,48.0,62.0,0.704
0.25,1.0841709830252952,-225.78796188671367,-1.0,2,train,18.0,70.0,84.0,50.0,56.00000000000001,0.661
0.35,1.0841709830252952,-226.61985157995355,-1.0,2,train,14.000000000000002,68.0,78.0,42.0,48.0,0.613
0.5,1.0841709830252952,-228.49645739126396,-1.0,2,train,16.0,54.0,74.0,36.0,44.0,0.543
0.0,,,,2,test,19.0,70.0,78.0,48.0,56.99999999999999,0.642
0.001,1.072392308729276,-213.0160647790809,-1.0,3,train,26.0,70.0,82.0,48.0,60.0,0.673
0.005,1.072392308729276,-213.00516871774698,-1.0,3,train,26.0,70.0,82.0,50.0,60.0,0.677
0.01,1.072392308729276,-212.99347288052724,-1.0,3,train,26.0,70.0,82.0,50.0,57.99999999999999,0.681
0.05,1.072392308729276,-212.97322778969084,-1.0,3,train,30.0,70.0,84.0,50.0,60.0,0.684
0.1,1.072392308729276,-213.11300013067478,-1.0,3,train,30.0,72.0,86.0,48.0,60.0,0.692
0.15,1.072392308729276,-213.40738237936748,-1.0,3,train,32.0,70.0,86.0,50.0,60.0,0.695
0.25,1.072392308729276,-214.35817584137638,-1.0,3,train,28.000000000000004,72.0,86.0,52.0,60.0,0.697
0.35,1.072392308729276,-215.675074799855,-1.0,3,train,26.0,70.0,82.0,48.0,60.0,0.675
0.5,1.072392308729276,-218.1691146983464,-1.0,3,train,22.0,64.0,80.0,44.0,50.0,0.63
0.0,,,,3,test,26.0,73.0,81.0,50.0,61.0,0.6765
0.001,1.0777392328768498,-221.1007198338079,-1.0,4,train,16.0,60.0,76.0,44.0,57.99999999999999,0.604
0.005,1.0777392328768498,-221.0807650943726,-1.0,4,train,18.0,60.0,76.0,44.0,56.00000000000001,0.604
0.01,1.0777392328768498,-221.0577260156464,-1.0,4,train,20.0,60.0,78.0,44.0,57.99999999999999,0.607
0.05,1.0777392328768498,-220.94952782470946,-1.0,4,train,22.0,64.0,78.0,42.0,54.0,0.627
0.1,1.0777392328768498,-220.99595392000757,-1.0,4,train,22.0,70.0,78.0,44.0,54.0,0.639
0.15,1.0777392328768498,-221.21995642447527,-1.0,4,train,20.0,70.0,76.0,44.0,54.0,0.634
0.25,1.0777392328768498,-222.09544715021488,-1.0,4,train,18.0,70.0,76.0,46.0,52.0,0.633
0.35,1.0777392328768498,-223.41422707960274,-1.0,4,train,18.0,66.0,78.0,50.0,56.00000000000001,0.636
0.5,1.0777392328768498,-226.0211804328041,-1.0,4,train,16.0,64.0,74.0,50.0,54.0,0.621
0.0,,,,4,test,28.000000000000004,73.0,80.0,51.0,62.0,0.672
0.001,1.0507891689712907,-219.03398443303732,-1.0,5,train,24.0,66.0,80.0,52.0,60.0,0.659
0.005,1.0507891689712907,-219.0599884073775,-1.0,5,train,24.0,66.0,80.0,52.0,60.0,0.658
0.01,1.0507891689712907,-219.09326403692097,-1.0,5,train,22.0,66.0,80.0,50.0,57.99999999999999,0.654
0.05,1.0507891689712907,-219.38986946020165,-1.0,5,train,22.0,68.0,82.0,48.0,57.99999999999999,0.656
