D,k,ndcg,p_marg,p_max,sample,set,top1,top10,top20,top3,top5,topk_auc,un_p_marg,un_topk_auc
0.001,1.057095276242629,0.47517989786745546,-230.27485595465336,-1.0,0,train,20.0,74.0,82.0,46.0,54.0,0.66,-5.843110266121096,0.66
0.005,1.057095276242629,0.47553726699840754,-230.24102583682463,-1.0,0,train,20.0,74.0,82.0,46.0,54.0,0.661,-5.7726665775511075,0.661
0.01,1.057095276242629,0.4764577352151187,-230.19987969552756,-1.0,0,train,20.0,74.0,82.0,46.0,54.0,0.664,-5.700543102920419,0.664
0.05,1.057095276242629,0.46466354158329587,-229.9164856099283,-1.0,0,train,18.0,72.0,80.0,46.0,57.99999999999999,0.663,-5.593041472073462,0.664
0.1,1.057095276242629,0.4751661585931145,-229.6755621260925,-1.0,0,train,22.0,74.0,80.0,46.0,62.0,0.665,-5.702420810833299,0.667
0.15,1.057095276242629,0.4808292839409961,-229.5562971193741,-1.0,0,train,22.0,74.0,78.0,48.0,62.0,0.67,-5.936917911215774,0.673
0.25,1.057095276242629,0.5090462460873438,-229.65809306806685,-1.0,0,train,24.0,74.0,78.0,50.0,64.0,0.673,-6.519204696975276,0.679
0.35,1.057095276242629,0.506067327414295,-230.17015423557996,-1.0,0,train,22.0,72.0,78.0,48.0,62.0,0.664,-7.240096560191572,0.672
0.5,1.057095276242629,0.4674134481721044,-231.59406876252243,-1.0,0,train,18.0,66.0,78.0,46.0,54.0,0.636,-8.48182174209288,0.656
0.0,,,,,0,test,19.0,68.0,77.0,47.0,61.0,0.64,,
0.001,1.3384000668822948,0.45838032830652237,-233.34607573823874,-1.0,1,train,26.0,64.0,70.0,46.0,50.0,0.591,-8.277858367561144,0.591
0.005,1.3384000668822948,0.46854159263484596,-233.3434733318957,-1.0,1,train,28.000000000000004,64.0,70.0,46.0,50.0,0.597,-8.226073164212565,0.597
0.01,1.3384000668822948,0.47580658225269673,-233.3413128320695,-1.0,1,train,30.0,64.0,70.0,46.0,50.0,0.6,-8.179673103265253,0.6
0.05,1.3384000668822948,0.47782610006264437,-233.3672486749229,-1.0,1,train,30.0,64.0,70.0,44.0,52.0,0.601,-8.096362749931039,0.602
0.1,1.3384000668822948,0.4655905513839459,-233.50487036985862,-1.0,1,train,28.000000000000004,64.0,70.0,42.0,52.0,0.596,-8.201060971874249,0.596
0.15,1.3384000668822948,0.46768533522826916,-233.75378287053692,-1.0,1,train,28.000000000000004,64.0,70.0,42.0,52.0,0.59,-8.393219664768399,0.595
0.25,1.3384000668822948,0.4644106454850381,-234.55808040455005,-1.0,1,train,28.000000000000004,62.0,68.0,44.0,50.0,0.584,-8.847185445230416,0.587
0.35,1.3384000668822948,0.45871282683717607,-235.72568675785288,-1.0,1,train,26.0,62.0,68.0,44.0,50.0,0.577,-9.304784909148948,0.581
0.5,1.3384000668822948,0.4191356301367055,-238.06062964894645,-1.0,1,train,20.0,57.99999999999999,68.0,40.0,46.0,0.546,-9.998948674789181,0.545
0.0,,,,,1,test,21.0,71.0,83.0,48.0,59.0,0.674,,
0.001,1.0841709830252952,0.47267657227325344,-225.98387205915805,-1.0,2,train,22.0,74.0,84.0,38.0,57.99999999999999,0.674,-5.79244397566849,0.674
0.005,1.0841709830252952,0.47516152523506944,-225.94043825540544,-1.0,2,train,22.0,74.0,84.0,42.0,57.99999999999999,0.677,-5.701545494011583,0.677
0.01,1.0841709830252952,0.4781403951457571,-225.88778966837467,-1.0,2,train,22.0,74.0,84.0,42.0,56.00000000000001,0.683,-5.6195588060076,0.682
0.05,1.0841709830252952,0.49515211483125915,-225.5337653032914,-1.0,2,train,22.0,78.0,86.0,46.0,64.0,0.701,-5.565980717691301,0.7
0.1,1.0841709830252952,0.5112660613484148,-225.25935760571176,-1.0,2,train,24.0,78.0,86.0,48.0,62.0,0.712,-5.933562236615415,0.712
0.15,1.0841709830252952,0.50704812899143,-225.15971268643554,-1.0,2,train,24.0,76.0,86.0,52.0,60.0,0.705,-6.420460009952094,0.706
0.25,1.0841709830252952,0.4970354265460471,-225.40081753786743,-1.0,2,train,22.0,70.0,86.0,44.0,54.0,0.67,-7.369918792969546,0.697
0.35,1.0841709830252952,0.4822267564734982,-226.10620918179973,-1.0,2,train,20.0,64.0,82.0,46.0,52.0,0.626,-8.293498976160897,0.655
0.5,1.0841709830252952,0.441495295039425,-227.82026647816804,-1.0,2,train,18.0,57.99999999999999,78.0,40.0,48.0,0.568,-9.709037646994325,0.608
0.0,,,,,2,test,19.0,70.0,78.0,48.0,56.99999999999999,0.642,,
0.001,1.072392308729276,0.5088667612087717,-213.01590330323157,-1.0,3,train,26.0,70.0,82.0,48.0,60.0,0.673,-6.2616708826483976,0.673
0.005,1.072392308729276,0.5106854607999903,-213.00427579138073,-1.0,3,train,26.0,70.0,82.0,50.0,60.0,0.677,-6.207600995170946,0.677
0.01,1.072392308729276,0.5112724946813622,-212.99147902440492,-1.0,3,train,26.0,70.0,82.0,50.0,60.0,0.679,-6.159401631528312,0.679
0.05,1.072392308729276,0.528587381551432,-212.9560632380404,-1.0,3,train,26.0,70.0,86.0,50.0,62.0,0.686,-6.139477324246985,0.687
0.1,1.072392308729276,0.5444619554338984,-213.06575904729846,-1.0,3,train,32.0,70.0,82.0,52.0,62.0,0.689,-6.466994748121085,0.689
0.15,1.072392308729276,0.5490756781242098,-213.32415218705967,-1.0,3,train,32.0,70.0,84.0,52.0,62.0,0.691,-6.8813882421755626,0.694
