Score,MonoisotopicMass,SMILES,InChIKey,RetentionTimeScore_Values,NoExplPeaks,NumberPeaksUsed,InChI,MaximumTreeDepth,Identifier,ExplPeaks,InChIKey3,InChIKey2,InChIKey1,FragmenterScore,MolecularFormula,RetentionTimeScore,FragmenterScore_Values,FormulasOfExplPeaks
1.8513742050143878,251.13438399999998,CCCCCN=C(CSC1=CC=CC(C)=C1)O,DYLPWHYUBBNPDC-UHFFFAOYSA-N,5.20042;4.445;0.75542,6,8,"InChI=1S/C14H21NOS/c1-3-4-5-9-15-14(16)11-17-13-8-6-7-12(2)10-13/h6-8,10H,3-5,9,11H2,1-2H3,(H,15,16)",2,31933489,65.03856_33.0;86.0601_229.0;90.04655_1.0;91.0542714285714_999.0;100.112066666667_7.0;128.107025_999.0,N,UHFFFAOYSA,DYLPWHYUBBNPDC,145.22712705024944,C14H21NOS,0.23428519758571253,1324.0;620.0;372.0;272.0;908.0;272.0,65.03856:[C5H6-H]+;86.0601:[C4H7NO]+H+;90.04655:[C7H7-H]+;91.0542714285714:[C7H7]+;100.112066666667:[C6H11N+2H]+H+;128.107025:[C7H14NO]+
1.8513742050143878,251.13438399999998,CCCCCN=C(CSC1=CC=C(C)C=C1)O,MKQZYFLEJUEJKJ-UHFFFAOYSA-N,5.20042;4.445;0.75542,6,8,"InChI=1S/C14H21NOS/c1-3-4-5-10-15-14(16)11-17-13-8-6-12(2)7-9-13/h6-9H,3-5,10-11H2,1-2H3,(H,15,16)",2,12152877,65.03856_33.0;86.0601_229.0;90.04655_1.0;91.0542714285714_999.0;100.112066666667_7.0;128.107025_999.0,N,UHFFFAOYSA,MKQZYFLEJUEJKJ,145.22712705024944,C14H21NOS,0.23428519758571253,1324.0;620.0;372.0;272.0;908.0;272.0,65.03856:[C5H6-H]+;86.0601:[C4H7NO]+H+;90.04655:[C7H7-H]+;91.0542714285714:[C7H7]+;100.112066666667:[C6H11N+2H]+H+;128.107025:[C7H14NO]+
1.8383875868600523,251.13438399999998,CCCC(C)(N=C(CSC1=CC=C(C)C=C1)O)[H],SURAGGFURMUXNF-GFCCVEGCSA-N,5.20042;4.402;0.79842,6,8,"InChI=1S/C14H21NOS/c1-4-5-12(3)15-14(16)10-17-13-8-6-11(2)7-9-13/h6-9,12H,4-5,10H2,1-3H3,(H,15,16)/t12-/m1/s1",2,1647168,65.03856_33.0;86.0601_229.0;90.04655_1.0;91.0542714285714_999.0;100.112066666667_7.0;128.107025_999.0,N,GFCCVEGCSA,SURAGGFURMUXNF,145.22712705024944,C14H21NOS,0.23083228389222266,1324.0;620.0;372.0;272.0;908.0;272.0,65.03856:[C5H6-H]+;86.0601:[C4H7NO]+H+;90.04655:[C7H7-H]+;91.0542714285714:[C7H7]+;100.112066666667:[C6H11N+2H]+H+;128.107025:[C7H14NO]+
1.8383875868600523,251.13438399999998,CCCC(C)(N=C(CSC1=CC=C(C)C=C1)O)[H],SURAGGFURMUXNF-LBPRGKRZSA-N,5.20042;4.402;0.79842,6,8,"InChI=1S/C14H21NOS/c1-4-5-12(3)15-14(16)10-17-13-8-6-11(2)7-9-13/h6-9,12H,4-5,10H2,1-3H3,(H,15,16)/t12-/m0/s1",2,1647167,65.03856_33.0;86.0601_229.0;90.04655_1.0;91.0542714285714_999.0;100.112066666667_7.0;128.107025_999.0,N,LBPRGKRZSA,SURAGGFURMUXNF,145.22712705024944,C14H21NOS,0.23083228389222266,1324.0;620.0;372.0;272.0;908.0;272.0,65.03856:[C5H6-H]+;86.0601:[C4H7NO]+H+;90.04655:[C7H7-H]+;91.0542714285714:[C7H7]+;100.112066666667:[C6H11N+2H]+H+;128.107025:[C7H14NO]+
1.8383875868600523,251.13438399999998,CCCC(C)N=C(CSC1=CC=C(C)C=C1)O,SURAGGFURMUXNF-UHFFFAOYSA-N,5.20042;4.402;0.79842,6,8,"InChI=1S/C14H21NOS/c1-4-5-12(3)15-14(16)10-17-13-8-6-11(2)7-9-13/h6-9,12H,4-5,10H2,1-3H3,(H,15,16)",2,2227298,65.03856_33.0;86.0601_229.0;90.04655_1.0;91.0542714285714_999.0;100.112066666667_7.0;128.107025_999.0,N,UHFFFAOYSA,SURAGGFURMUXNF,145.22712705024944,C14H21NOS,0.23083228389222266,1324.0;620.0;372.0;272.0;908.0;272.0,65.03856:[C5H6-H]+;86.0601:[C4H7NO]+H+;90.04655:[C7H7-H]+;91.0542714285714:[C7H7]+;100.112066666667:[C6H11N+2H]+H+;128.107025:[C7H14NO]+
1.8327978243843794,251.13438399999998,CC(C)CCN=C(CSC1=CC=C(C)C=C1)O,XOWDRQYSEDHMAA-UHFFFAOYSA-N,5.20042;4.384;0.81642,6,8,"InChI=1S/C14H21NOS/c1-11(2)8-9-15-14(16)10-17-13-6-4-12(3)5-7-13/h4-7,11H,8-10H2,1-3H3,(H,15,16)",2,25332512,65.03856_33.0;86.0601_229.0;90.04655_1.0;91.0542714285714_999.0;100.112066666667_7.0;128.107025_999.0,N,UHFFFAOYSA,XOWDRQYSEDHMAA,145.22712705024944,C14H21NOS,0.2293460642185378,1324.0;620.0;372.0;272.0;908.0;272.0,65.03856:[C5H6-H]+;86.0601:[C4H7NO]+H+;90.04655:[C7H7-H]+;91.0542714285714:[C7H7]+;100.112066666667:[C6H11N+2H]+H+;128.107025:[C7H14NO]+
1.8327978243843794,251.13438399999998,CC(C)CC(=NCCSC1=CC=C(C)C=C1)O,YMFQHKPNRCYCLF-UHFFFAOYSA-N,5.20042;4.384;0.81642,6,8,"InChI=1S/C14H21NOS/c1-11(2)10-14(16)15-8-9-17-13-6-4-12(3)5-7-13/h4-7,11H,8-10H2,1-3H3,(H,15,16)",2,31060151,65.03856_33.0;86.0601_229.0;90.04655_1.0;91.0542714285714_999.0;100.112066666667_7.0;128.107025_999.0,N,UHFFFAOYSA,YMFQHKPNRCYCLF,145.22712705024944,C14H21NOS,0.2293460642185378,1324.0;620.0;372.0;272.0;908.0;272.0,65.03856:[C5H6-H]+;86.0601:[C4H7NO]+H+;90.04655:[C7H7-H]+;91.0542714285714:[C7H7]+;100.112066666667:[C6H11N+2H]+H+;128.107025:[C7H14NO]+
1.7830297296135211,251.13438399999998,CCCCCN=C(CSC1=CC=CC=C1C)O,YYZJAXYAXVHNLK-UHFFFAOYSA-N,5.20042;4.234;0.96642,6,8,"InChI=1S/C14H21NOS/c1-3-4-7-10-15-14(16)11-17-13-9-6-5-8-12(13)2/h5-6,8-9H,3-4,7,10-11H2,1-2H3,(H,15,16)",2,31374128,65.03856_33.0;86.0601_229.0;90.04655_1.0;91.0542714285714_999.0;100.112066666667_7.0;128.107025_999.0,N,UHFFFAOYSA,YYZJAXYAXVHNLK,145.22712705024944,C14H21NOS,0.2161136018568236,1324.0;620.0;372.0;272.0;908.0;272.0,65.03856:[C5H6-H]+;86.0601:[C4H7NO]+H+;90.04655:[C7H7-H]+;91.0542714285714:[C7H7]+;100.112066666667:[C6H11N+2H]+H+;128.107025:[C7H14NO]+
1.7830297296135211,251.13438399999998,CCCCN=C(CCSC1=CC=C(C)C=C1)O,UTGSAAIGGPKZRO-UHFFFAOYSA-N,5.20042;4.234;0.96642,6,8,"InChI=1S/C14H21NOS/c1-3-4-10-15-14(16)9-11-17-13-7-5-12(2)6-8-13/h5-8H,3-4,9-11H2,1-2H3,(H,15,16)",2,1417909,65.03856_33.0;86.0601_229.0;90.04655_1.0;91.0542714285714_999.0;100.112066666667_7.0;128.107025_999.0,N,UHFFFAOYSA,UTGSAAIGGPKZRO,145.22712705024944,C14H21NOS,0.2161136018568236,1324.0;620.0;372.0;272.0;908.0;272.0,65.03856:[C5H6-H]+;86.0601:[C4H7NO]+H+;90.04655:[C7H7-H]+;91.0542714285714:[C7H7]+;100.112066666667:[C6H11N+2H]+H+;128.107025:[C7H14NO]+
1.7637318538641786,251.13438399999998,CCC(CC)N=C(CSC1=CC=C(C)C=C1)O,UDWPCGRDYPBUKE-UHFFFAOYSA-N,5.20042;4.191;1.00942,6,8,"InChI=1S/C14H21NOS/c1-4-12(5-2)15-14(16)10-17-13-8-6-11(3)7-9-13/h6-9,12H,4-5,10H2,1-3H3,(H,15,16)",2,28354166,65.03856_33.0;86.0601_229.0;90.04655_1.0;91.0542714285714_999.0;100.112066666667_7.0;128.107025_999.0,N,UHFFFAOYSA,UDWPCGRDYPBUKE,144.6140597621138,C14H21NOS,0.21207160906392244,1324.0;696.0;372.0;272.0;908.0;272.0,65.03856:[C5H6-H]+;86.0601:[C4H7NO]+H+;90.04655:[C7H7-H]+;91.0542714285714:[C7H7]+;100.112066666667:[C6H11N+2H]+H+;128.107025:[C7H14NO]+
