D,k,p_marg,p_max,sample,set,top1,top10,top20,top3,top5,topk_auc
0.001,1.057095276242629,-230.2693582514691,-1.0,0,train,22.0,74.0,82.0,48.0,54.0,0.662
0.005,1.057095276242629,-230.21400162621154,-1.0,0,train,24.0,74.0,82.0,50.0,56.00000000000001,0.671
0.01,1.057095276242629,-230.146971381037,-1.0,0,train,24.0,74.0,82.0,48.0,56.00000000000001,0.67
0.05,1.057095276242629,-229.69377092192286,-1.0,0,train,28.000000000000004,72.0,80.0,48.0,62.0,0.668
0.1,1.057095276242629,-229.3186085724169,-1.0,0,train,20.0,72.0,78.0,48.0,60.0,0.655
0.15,1.057095276242629,-229.1317657674114,-1.0,0,train,20.0,72.0,76.0,42.0,60.0,0.64
0.25,1.057095276242629,-229.2338567411506,-1.0,0,train,20.0,70.0,76.0,38.0,50.0,0.615
0.35,1.057095276242629,-229.85095330016907,-1.0,0,train,18.0,60.0,68.0,40.0,48.0,0.559
0.5,1.057095276242629,-231.52500359916726,-1.0,0,train,20.0,60.0,60.0,38.0,46.0,0.526
0.0,,,,0,test,19.0,68.0,77.0,47.0,61.0,0.64
0.001,1.3384000668822948,-233.34212288915782,-1.0,1,train,26.0,64.0,70.0,46.0,52.0,0.592
0.005,1.3384000668822948,-233.32432643950514,-1.0,1,train,26.0,64.0,70.0,46.0,50.0,0.595
0.01,1.3384000668822948,-233.30453383691355,-1.0,1,train,28.000000000000004,64.0,70.0,46.0,50.0,0.597
0.05,1.3384000668822948,-233.23852262577353,-1.0,1,train,26.0,62.0,70.0,40.0,54.0,0.592
0.1,1.3384000668822948,-233.36100938648207,-1.0,1,train,26.0,60.0,70.0,38.0,48.0,0.565
0.15,1.3384000668822948,-233.67433023086463,-1.0,1,train,26.0,60.0,66.0,36.0,46.0,0.548
0.25,1.3384000668822948,-234.75123094138098,-1.0,1,train,24.0,56.00000000000001,64.0,36.0,42.0,0.507
0.35,1.3384000668822948,-236.2885374189926,-1.0,1,train,24.0,48.0,60.0,34.0,40.0,0.474
0.5,1.3384000668822948,-239.24715192933408,-1.0,1,train,18.0,48.0,52.0,32.0,38.0,0.433
0.0,,,,1,test,21.0,71.0,83.0,48.0,59.0,0.674
0.001,1.0841709830252952,-225.9848685441521,-1.0,2,train,24.0,72.0,84.0,38.0,57.99999999999999,0.677
0.005,1.0841709830252952,-225.94585463490924,-1.0,2,train,24.0,72.0,84.0,42.0,57.99999999999999,0.682
0.01,1.0841709830252952,-225.89966591998908,-1.0,2,train,24.0,74.0,84.0,42.0,56.00000000000001,0.685
0.05,1.0841709830252952,-225.62754401866857,-1.0,2,train,20.0,76.0,86.0,46.0,60.0,0.697
0.1,1.0841709830252952,-225.50527194912502,-1.0,2,train,18.0,74.0,88.0,48.0,57.99999999999999,0.684
0.15,1.0841709830252952,-225.58839653177893,-1.0,2,train,18.0,74.0,84.0,50.0,56.00000000000001,0.669
0.25,1.0841709830252952,-226.2459766118829,-1.0,2,train,16.0,68.0,80.0,44.0,54.0,0.628
0.35,1.0841709830252952,-227.40541166191986,-1.0,2,train,14.000000000000002,66.0,74.0,38.0,50.0,0.589
0.5,1.0841709830252952,-229.8233492381356,-1.0,2,train,14.000000000000002,56.00000000000001,72.0,36.0,44.0,0.556
0.0,,,,2,test,19.0,70.0,78.0,48.0,56.99999999999999,0.642
0.001,1.072392308729276,-213.02423734349364,-1.0,3,train,28.000000000000004,70.0,82.0,48.0,60.0,0.676
0.005,1.072392308729276,-213.04624048790544,-1.0,3,train,30.0,70.0,82.0,48.0,57.99999999999999,0.679
0.01,1.072392308729276,-213.07612562874658,-1.0,3,train,28.000000000000004,70.0,82.0,48.0,57.99999999999999,0.679
0.05,1.072392308729276,-213.40455170362725,-1.0,3,train,30.0,72.0,84.0,42.0,57.99999999999999,0.677
0.1,1.072392308729276,-214.0118783740213,-1.0,3,train,28.000000000000004,70.0,80.0,38.0,52.0,0.651
0.15,1.072392308729276,-214.79973804564187,-1.0,3,train,28.000000000000004,66.0,80.0,38.0,50.0,0.622
0.25,1.072392308729276,-216.78974077695744,-1.0,3,train,26.0,62.0,76.0,36.0,46.0,0.59
0.35,1.072392308729276,-219.1810452396598,-1.0,3,train,26.0,60.0,72.0,34.0,44.0,0.557
0.5,1.072392308729276,-223.2793560383545,-1.0,3,train,22.0,56.00000000000001,66.0,32.0,40.0,0.53
0.0,,,,3,test,26.0,73.0,81.0,50.0,61.0,0.6765
0.001,1.0777392328768498,-221.09235465997227,-1.0,4,train,14.000000000000002,60.0,74.0,44.0,56.00000000000001,0.592
0.005,1.0777392328768498,-221.04012175052213,-1.0,4,train,18.0,60.0,76.0,46.0,57.99999999999999,0.599
0.01,1.0777392328768498,-220.9793203255352,-1.0,4,train,18.0,60.0,76.0,46.0,57.99999999999999,0.6
0.05,1.0777392328768498,-220.6582392561577,-1.0,4,train,20.0,64.0,74.0,48.0,56.00000000000001,0.619
0.1,1.0777392328768498,-220.6028071574925,-1.0,4,train,22.0,64.0,76.0,44.0,54.0,0.607
0.15,1.0777392328768498,-220.8384945951753,-1.0,4,train,24.0,60.0,74.0,42.0,48.0,0.589
0.25,1.0777392328768498,-221.9220943651874,-1.0,4,train,22.0,56.00000000000001,74.0,38.0,44.0,0.555
0.35,1.0777392328768498,-223.57551568297254,-1.0,4,train,20.0,52.0,68.0,34.0,40.0,0.51
0.5,1.0777392328768498,-226.79500248094098,-1.0,4,train,18.0,46.0,66.0,34.0,36.0,0.47
0.0,,,,4,test,28.000000000000004,73.0,80.0,51.0,62.0,0.672
0.001,1.0507891689712907,-219.04115755269834,-1.0,5,train,24.0,66.0,80.0,52.0,60.0,0.659
0.005,1.0507891689712907,-219.09592545396325,-1.0,5,train,24.0,66.0,80.0,52.0,60.0,0.654
0.01,1.0507891689712907,-219.16530908569388,-1.0,5,train,24.0,66.0,80.0,50.0,57.99999999999999,0.649
0.05,1.0507891689712907,-219.75551530287518,-1.0,5,train,22.0,64.0,74.0,50.0,60.0,0.629
0.1,1.0507891689712907,-220.5731848255476,-1.0,5,train,22.0,66.0,74.0,48.0,60.0,0.628
0.15,1.0507891689712907,-221.46847108486574,-1.0,5,train,20.0,66.0,74.0,40.0,54.0,0.614
0.25,1.0507891689712907,-223.4546425737658,-1.0,5,train,20.0,57.99999999999999,72.0,38.0,50.0,0.563
0.35,1.0507891689712907,-225.65665207659555,-1.0,5,train,16.0,57.99999999999999,64.0,38.0,48.0,0.54
0.5,1.0507891689712907,-229.28886549480444,-1.0,5,train,16.0,60.0,66.0,34.0,46.0,0.526
0.0,,,,5,test,27.0,71.0,78.0,48.0,56.99999999999999,0.649
0.001,1.0219422886430218,-227.71655914490526,-1.0,6,train,22.0,70.0,78.0,42.0,57.99999999999999,0.644
0.005,1.0219422886430218,-227.69359042736397,-1.0,6,train,22.0,72.0,78.0,42.0,57.99999999999999,0.653
0.01,1.0219422886430218,-227.66726284346336,-1.0,6,train,22.0,74.0,78.0,42.0,57.99999999999999,0.655
0.05,1.0219422886430218,-227.54652483533167,-1.0,6,train,26.0,74.0,78.0,46.0,57.99999999999999,0.667
0.1,1.0219422886430218,-227.5969760386797,-1.0,6,train,28.000000000000004,72.0,80.0,46.0,56.00000000000001,0.667
0.15,1.0219422886430218,-227.83931940806556,-1.0,6,train,26.0,70.0,76.0,42.0,57.99999999999999,0.644
0.25,1.0219422886430218,-228.7981665356665,-1.0,6,train,18.0,66.0,76.0,38.0,54.0,0.621
0.35,1.0219422886430218,-230.27264651402305,-1.0,6,train,20.0,66.0,74.0,38.0,48.0,0.601
0.5,1.0219422886430218,-233.2724587809826,-1.0,6,train,18.0,62.0,72.0,34.0,46.0,0.576
0.0,,,,6,test,23.0,68.0,78.0,52.0,63.0,0.6585
0.001,1.2958530170866134,-229.9484789224316,-1.0,7,train,18.0,62.0,76.0,40.0,54.0,0.595
0.005,1.2958530170866134,-229.9360364383178,-1.0,7,train,20.0,62.0,76.0,40.0,54.0,0.599
0.01,1.2958530170866134,-229.9223192191483,-1.0,7,train,20.0,62.0,76.0,40.0,54.0,0.599
0.05,1.2958530170866134,-229.881447227165,-1.0,7,train,20.0,64.0,74.0,44.0,57.99999999999999,0.614
0.1,1.2958530170866134,-229.98317451213686,-1.0,7,train,26.0,68.0,74.0,46.0,57.99999999999999,0.637
0.15,1.2958530170866134,-230.22865159866186,-1.0,7,train,22.0,70.0,74.0,44.0,60.0,0.639
0.25,1.2958530170866134,-231.06919263144107,-1.0,7,train,16.0,70.0,74.0,38.0,54.0,0.613
0.35,1.2958530170866134,-232.28193603480753,-1.0,7,train,12.0,66.0,74.0,30.0,48.0,0.589
0.5,1.2958530170866134,-234.6433206877423,-1.0,7,train,10.0,57.99999999999999,72.0,28.000000000000004,42.0,0.526
0.0,,,,7,test,30.0,77.0,85.0,56.99999999999999,69.0,0.731
0.001,1.0811089491728565,-213.7206501593555,-1.0,8,train,32.0,78.0,80.0,62.0,72.0,0.729
0.005,1.0811089491728565,-213.7529616767779,-1.0,8,train,32.0,78.0,80.0,60.0,72.0,0.728
0.01,1.0811089491728565,-213.79465400231,-1.0,8,train,32.0,78.0,80.0,60.0,72.0,0.728
0.05,1.0811089491728565,-214.17741087234103,-1.0,8,train,28.000000000000004,80.0,80.0,57.99999999999999,72.0,0.727
0.1,1.0811089491728565,-214.76694797496052,-1.0,8,train,30.0,78.0,82.0,57.99999999999999,66.0,0.715
0.15,1.0811089491728565,-215.46452736394275,-1.0,8,train,30.0,74.0,80.0,54.0,64.0,0.687
0.25,1.0811089491728565,-217.14004447660182,-1.0,8,train,28.000000000000004,72.0,76.0,50.0,62.0,0.659
0.35,1.0811089491728565,-219.1478349234373,-1.0,8,train,28.000000000000004,68.0,70.0,46.0,57.99999999999999,0.622
0.5,1.0811089491728565,-222.74373839889662,-1.0,8,train,28.000000000000004,60.0,68.0,42.0,52.0,0.585
0.0,,,,8,test,22.0,72.0,79.0,47.0,61.0,0.659
0.001,1.0090002876211834,-199.81502834188214,-1.0,9,train,36.0,74.0,82.0,64.0,72.0,0.733
0.005,1.0090002876211834,-199.84499039741715,-1.0,9,train,36.0,74.0,82.0,64.0,72.0,0.733
0.01,1.0090002876211834,-199.88369676087416,-1.0,9,train,36.0,74.0,82.0,64.0,72.0,0.733
0.05,1.0090002876211834,-200.2407939530122,-1.0,9,train,34.0,76.0,82.0,62.0,74.0,0.735
0.1,1.0090002876211834,-200.79429115108613,-1.0,9,train,32.0,76.0,82.0,57.99999999999999,74.0,0.732
0.15,1.0090002876211834,-201.4514132864293,-1.0,9,train,32.0,76.0,82.0,62.0,70.0,0.729
0.25,1.0090002876211834,-203.02935524333515,-1.0,9,train,28.000000000000004,72.0,82.0,57.99999999999999,64.0,0.702
0.35,1.0090002876211834,-204.9069858529741,-1.0,9,train,28.000000000000004,68.0,76.0,54.0,60.0,0.666
0.5,1.0090002876211834,-208.20542951575572,-1.0,9,train,24.0,68.0,74.0,50.0,54.0,0.628
0.0,,,,9,test,23.0,73.0,82.0,50.0,60.0,0.6765
0.001,1.012871547429889,-216.83698617285992,-1.0,10,train,22.0,68.0,76.0,52.0,57.99999999999999,0.639
0.005,1.012871547429889,-216.804286197967,-1.0,10,train,22.0,68.0,76.0,52.0,57.99999999999999,0.644
0.01,1.012871547429889,-216.76570381917935,-1.0,10,train,20.0,70.0,76.0,52.0,57.99999999999999,0.643
0.05,1.012871547429889,-216.5414399855771,-1.0,10,train,22.0,72.0,76.0,50.0,57.99999999999999,0.648
0.1,1.012871547429889,-216.4414272924147,-1.0,10,train,24.0,72.0,76.0,50.0,57.99999999999999,0.653
0.15,1.012871547429889,-216.50171597854288,-1.0,10,train,22.0,72.0,74.0,52.0,57.99999999999999,0.651
0.25,1.012871547429889,-216.98649051130585,-1.0,10,train,22.0,70.0,78.0,48.0,57.99999999999999,0.64
0.35,1.012871547429889,-217.83563364727829,-1.0,10,train,20.0,62.0,78.0,42.0,52.0,0.601
0.5,1.012871547429889,-219.61669824735355,-1.0,10,train,18.0,60.0,74.0,38.0,48.0,0.562
0.0,,,,10,test,20.0,68.0,79.0,42.0,52.0,0.631
0.001,1.139872059040666,-226.48127723889405,-1.0,11,train,18.0,60.0,68.0,36.0,48.0,0.555
0.005,1.139872059040666,-226.3878851457211,-1.0,11,train,16.0,64.0,68.0,34.0,48.0,0.562
0.01,1.139872059040666,-226.27519034764865,-1.0,11,train,16.0,64.0,68.0,36.0,48.0,0.562
0.05,1.139872059040666,-225.5219182526529,-1.0,11,train,16.0,62.0,72.0,34.0,42.0,0.555
0.1,1.139872059040666,-224.89280332181724,-1.0,11,train,16.0,57.99999999999999,72.0,34.0,42.0,0.522
0.15,1.139872059040666,-224.5355672412715,-1.0,11,train,16.0,56.00000000000001,66.0,34.0,42.0,0.51
0.25,1.139872059040666,-224.4317357070816,-1.0,11,train,16.0,57.99999999999999,66.0,36.0,44.0,0.516
0.35,1.139872059040666,-224.9438663306713,-1.0,11,train,16.0,56.00000000000001,66.0,30.0,38.0,0.503
0.5,1.139872059040666,-226.57390457480165,-1.0,11,train,14.000000000000002,50.0,64.0,30.0,30.0,0.47
0.0,,,,11,test,20.0,68.0,73.0,49.0,56.99999999999999,0.629
0.001,1.0759147570561038,-216.76514809895912,-1.0,12,train,28.000000000000004,66.0,72.0,50.0,57.99999999999999,0.621
0.005,1.0759147570561038,-216.81076211429624,-1.0,12,train,28.000000000000004,66.0,72.0,50.0,56.00000000000001,0.621
0.01,1.0759147570561038,-216.8692540730416,-1.0,12,train,30.0,66.0,72.0,50.0,57.99999999999999,0.625
0.05,1.0759147570561038,-217.3919708853561,-1.0,12,train,32.0,64.0,72.0,50.0,57.99999999999999,0.626
0.1,1.0759147570561038,-218.1653052227634,-1.0,12,train,28.000000000000004,62.0,74.0,50.0,56.00000000000001,0.614
0.15,1.0759147570561038,-219.05046294658936,-1.0,12,train,24.0,62.0,70.0,46.0,56.00000000000001,0.602
0.25,1.0759147570561038,-221.09582469537315,-1.0,12,train,22.0,60.0,70.0,44.0,48.0,0.578
