D,k,p_marg,p_max,sample,set,top1,top10,top20,top3,top5,topk_auc
0.001,inf,-5.80940381678546,-0.18531790541579843,0,train,16.0,74.0,82.0,44.0,56.00000000000001,0.661
0.005,inf,-5.833559879790125,-0.5395999616168901,0,train,16.0,74.0,82.0,48.0,57.99999999999999,0.667
0.01,inf,-5.964891949789285,-0.7197866077205395,0,train,22.0,74.0,80.0,50.0,62.0,0.67
0.05,inf,-6.626203603318284,-0.902304954039897,0,train,26.0,74.0,82.0,50.0,60.0,0.674
0.1,inf,-6.768564345124118,-0.8801169448476913,0,train,26.0,72.0,80.0,54.0,60.0,0.669
0.15,inf,-6.608993173642545,-0.851209276843948,0,train,26.0,72.0,80.0,52.0,57.99999999999999,0.663
0.25,inf,-6.062532455905346,-0.7933939408364626,0,train,28.000000000000004,72.0,80.0,52.0,57.99999999999999,0.66
0.35,inf,-5.460902261522065,-0.7355786048289763,0,train,28.000000000000004,70.0,78.0,54.0,57.99999999999999,0.655
0.5,inf,-4.544358383026011,-0.6488556008177477,0,train,30.0,70.0,78.0,54.0,57.99999999999999,0.651
0.0,,,,0,test,19.0,68.0,77.0,47.0,61.0,0.64
0.001,inf,-8.28049839619155,-0.15626426680349548,1,train,30.0,64.0,70.0,48.0,52.0,0.602
0.005,inf,-8.488886378141972,-0.41491036645675167,1,train,28.000000000000004,64.0,70.0,46.0,54.0,0.597
0.01,inf,-8.77350236339405,-0.5191225959656875,1,train,28.000000000000004,64.0,70.0,44.0,54.0,0.595
0.05,inf,-9.508610592437927,-0.6075275294916379,1,train,28.000000000000004,62.0,72.0,42.0,50.0,0.597
0.1,inf,-9.433321612180528,-0.5755523963604989,1,train,28.000000000000004,62.0,72.0,42.0,50.0,0.591
0.15,inf,-9.101470145439471,-0.5435772632293603,1,train,28.000000000000004,62.0,72.0,42.0,50.0,0.591
0.25,inf,-8.247802065672198,-0.47962699696708266,1,train,28.000000000000004,62.0,72.0,42.0,50.0,0.591
0.35,inf,-7.346539740836757,-0.41567673070480504,1,train,28.000000000000004,60.0,72.0,42.0,50.0,0.586
0.5,inf,-5.9803268751719525,-0.31975133131138844,1,train,28.000000000000004,60.0,72.0,42.0,50.0,0.581
0.0,,,,1,test,21.0,71.0,83.0,48.0,59.0,0.674
0.001,inf,-5.787269708937172,-0.21710409676180037,2,train,24.0,74.0,84.0,44.0,54.0,0.677
0.005,inf,-5.993966508634982,-0.6043316333045978,2,train,24.0,78.0,86.0,44.0,56.00000000000001,0.696
0.01,inf,-6.46387309604607,-0.6886764853563329,2,train,24.0,78.0,86.0,44.0,57.99999999999999,0.694
0.05,inf,-7.991775075445792,-0.7423453399527533,2,train,18.0,74.0,86.0,38.0,52.0,0.661
0.1,inf,-8.460014031801968,-0.7243200132669938,2,train,18.0,70.0,84.0,36.0,52.0,0.642
0.15,inf,-8.394920771293634,-0.6940738714405028,2,train,18.0,70.0,82.0,36.0,50.0,0.63
0.25,inf,-7.854615585285231,-0.633581587787521,2,train,16.0,70.0,82.0,36.0,50.0,0.614
0.35,inf,-7.215045823107042,-0.5730893041345398,2,train,16.0,70.0,80.0,36.0,48.0,0.609
0.5,inf,-6.230925387357448,-0.4823508786550677,2,train,10.0,70.0,78.0,36.0,48.0,0.598
0.0,,,,2,test,19.0,70.0,78.0,48.0,56.99999999999999,0.642
0.001,inf,-6.213613517190786,-0.2055538841959036,3,train,26.0,72.0,82.0,50.0,62.0,0.686
0.005,inf,-6.367586028159466,-0.5970123763303137,3,train,26.0,72.0,82.0,48.0,64.0,0.691
0.01,inf,-6.70083001225838,-0.7755429711818206,3,train,28.000000000000004,74.0,84.0,50.0,66.0,0.7
0.05,inf,-8.172849029538376,-0.9428902683108068,3,train,30.0,74.0,84.0,50.0,62.0,0.696
0.1,inf,-8.41581069673854,-0.8997779588489511,3,train,30.0,72.0,84.0,50.0,60.0,0.692
0.15,inf,-8.239585082085393,-0.8497902944684537,3,train,30.0,72.0,84.0,50.0,60.0,0.688
0.25,inf,-7.582719024042472,-0.7498149657074592,3,train,30.0,72.0,84.0,50.0,60.0,0.685
0.35,inf,-6.847161927276255,-0.6498396369464646,3,train,30.0,72.0,84.0,52.0,60.0,0.685
0.5,inf,-5.715676411387648,-0.49987664380497254,3,train,28.000000000000004,70.0,82.0,52.0,57.99999999999999,0.677
0.0,,,,3,test,26.0,73.0,81.0,50.0,61.0,0.6765
0.001,inf,-6.094867257462462,-0.1991979656082933,4,train,20.0,60.0,76.0,44.0,57.99999999999999,0.607
0.005,inf,-6.175978810090038,-0.5754829022897407,4,train,22.0,66.0,76.0,48.0,60.0,0.635
0.01,inf,-6.4219347628482115,-0.7370078877263472,4,train,22.0,66.0,76.0,46.0,57.99999999999999,0.638
0.05,inf,-7.410570757277037,-0.9964415862017386,4,train,24.0,68.0,76.0,48.0,60.0,0.65
0.1,inf,-7.603524706177689,-1.1080552745344636,4,train,24.0,66.0,76.0,48.0,62.0,0.649
0.15,inf,-7.524756906613579,-1.1312056954681873,4,train,24.0,66.0,76.0,48.0,62.0,0.649
0.25,inf,-6.9953789916590114,-1.1039400021132006,4,train,24.0,66.0,76.0,48.0,62.0,0.651
0.35,inf,-6.338050834954217,-1.0766743087582133,4,train,24.0,66.0,76.0,48.0,62.0,0.645
0.5,inf,-5.325913357332197,-1.0357757687257332,4,train,24.0,66.0,74.0,50.0,62.0,0.642
0.0,,,,4,test,28.000000000000004,73.0,80.0,51.0,62.0,0.672
0.001,inf,-5.739718056316315,-0.17665656652488618,5,train,22.0,66.0,80.0,50.0,60.0,0.657
0.005,inf,-5.843676711251065,-0.5863858647408886,5,train,28.000000000000004,68.0,80.0,50.0,62.0,0.669
0.01,inf,-6.122020359725234,-0.8001966448633645,5,train,28.000000000000004,68.0,82.0,52.0,62.0,0.676
0.05,inf,-7.07994955489951,-1.172874894079212,5,train,30.0,72.0,82.0,52.0,60.0,0.673
0.1,inf,-7.250876592131558,-1.5182628889580352,5,train,30.0,70.0,80.0,50.0,60.0,0.668
0.15,inf,-7.0927684353924185,-1.86365088383686,5,train,30.0,70.0,82.0,50.0,62.0,0.673
0.25,inf,-6.532199305920226,-2.5544268735945095,5,train,30.0,70.0,82.0,54.0,62.0,0.682
0.35,inf,-5.911718917758247,-3.2452028633521564,5,train,30.0,70.0,82.0,54.0,62.0,0.68
0.5,inf,-4.966555154107166,-4.281366847988631,5,train,32.0,72.0,80.0,52.0,62.0,0.682
0.0,,,,5,test,27.0,71.0,78.0,48.0,56.99999999999999,0.649
0.001,inf,-4.825207990031884,-0.19685986430392094,6,train,22.0,70.0,80.0,42.0,50.0,0.641
0.005,inf,-4.924866422336404,-0.6392975205208726,6,train,30.0,68.0,80.0,42.0,48.0,0.639
0.01,inf,-5.22541699756478,-0.8486532958002676,6,train,30.0,70.0,80.0,42.0,48.0,0.639
0.05,inf,-6.443087299961511,-1.1491183745512883,6,train,34.0,72.0,80.0,42.0,54.0,0.664
0.1,inf,-6.757364217363098,-1.2249791778678945,6,train,34.0,72.0,80.0,42.0,52.0,0.664
0.15,inf,-6.664521303109192,-1.266857227113664,6,train,32.0,72.0,80.0,42.0,52.0,0.663
0.25,inf,-6.184871499492173,-1.3506133256052044,6,train,32.0,72.0,80.0,40.0,54.0,0.665
0.35,inf,-5.631938814795281,-1.4343694240967446,6,train,32.0,72.0,80.0,40.0,56.00000000000001,0.666
0.5,inf,-4.777285892357597,-1.5600035718340561,6,train,30.0,70.0,80.0,40.0,56.00000000000001,0.659
0.0,,,,6,test,23.0,68.0,78.0,52.0,63.0,0.6585
0.001,inf,-6.328988023302852,-0.16537301607440966,7,train,14.000000000000002,64.0,76.0,40.0,52.0,0.597
0.005,inf,-6.41621754567935,-0.5344153864891706,7,train,12.0,64.0,76.0,44.0,56.00000000000001,0.602
0.01,inf,-6.651098831333269,-0.7083939584102329,7,train,18.0,57.99999999999999,76.0,44.0,56.00000000000001,0.603
0.05,inf,-7.422208049306853,-0.8411062581143444,7,train,22.0,66.0,74.0,50.0,57.99999999999999,0.635
0.1,inf,-7.47786250919139,-0.7983233856752104,7,train,22.0,68.0,74.0,52.0,57.99999999999999,0.638
0.15,inf,-7.25787545612441,-0.7539720864710313,7,train,22.0,66.0,74.0,52.0,57.99999999999999,0.634
0.25,inf,-6.62399535319181,-0.6652694880626754,7,train,22.0,66.0,74.0,50.0,60.0,0.634
0.35,inf,-5.941522899735061,-0.5765668896543183,7,train,20.0,66.0,74.0,50.0,60.0,0.633
0.5,inf,-4.902594490734372,-0.44351299204178346,7,train,20.0,66.0,74.0,50.0,60.0,0.633
0.0,,,,7,test,30.0,77.0,85.0,56.99999999999999,69.0,0.731
0.001,inf,-3.4690217938354113,-0.18375864626988267,8,train,32.0,78.0,80.0,57.99999999999999,68.0,0.719
0.005,inf,-3.7743446862859997,-0.48862106993910626,8,train,30.0,76.0,80.0,57.99999999999999,64.0,0.714
0.01,inf,-4.2536567448312645,-0.6541290854073827,8,train,30.0,78.0,80.0,56.00000000000001,62.0,0.713
0.05,inf,-6.407668151093746,-0.9492093677926557,8,train,32.0,72.0,80.0,54.0,64.0,0.678
0.1,inf,-7.1062657396430495,-1.094901218072359,8,train,32.0,66.0,80.0,56.00000000000001,62.0,0.669
0.15,inf,-7.181103804095871,-1.2239566919246183,8,train,32.0,64.0,78.0,54.0,62.0,0.648
0.25,inf,-6.85452967183294,-1.4820676396291388,8,train,30.0,64.0,78.0,54.0,60.0,0.643
0.35,inf,-6.4108396688031295,-1.7401785873336586,8,train,30.0,64.0,74.0,54.0,60.0,0.635
0.5,inf,-5.712786637946792,-2.127345008890438,8,train,28.000000000000004,66.0,72.0,52.0,60.0,0.633
0.0,,,,8,test,22.0,72.0,79.0,47.0,61.0,0.659
0.001,inf,-5.4162628039032015,-0.15883857585718747,9,train,34.0,76.0,82.0,66.0,70.0,0.732
0.005,inf,-5.580197011466855,-0.5817237454995927,9,train,36.0,78.0,82.0,66.0,72.0,0.743
0.01,inf,-5.860050337412061,-0.8719691645356814,9,train,38.0,78.0,84.0,62.0,72.0,0.744
0.05,inf,-7.341107671900129,-1.6862694187244789,9,train,36.0,80.0,84.0,66.0,72.0,0.754
0.1,inf,-7.861813931486826,-2.2998612868174204,9,train,34.0,80.0,84.0,62.0,72.0,0.743
0.15,inf,-7.891289510283755,-2.8029263260204313,9,train,34.0,80.0,82.0,62.0,72.0,0.743
0.25,inf,-7.41589302784841,-3.8064686411450936,9,train,36.0,80.0,82.0,62.0,74.0,0.742
0.35,inf,-6.814780603979174,-4.810010956269758,9,train,36.0,80.0,82.0,62.0,74.0,0.744
0.5,inf,-5.885140720534546,-6.315324428956749,9,train,36.0,80.0,82.0,60.0,70.0,0.739
0.0,,,,9,test,23.0,73.0,82.0,50.0,60.0,0.6765
0.001,inf,-7.326971681984025,-0.14889618598978357,10,train,22.0,70.0,76.0,50.0,57.99999999999999,0.638
0.005,inf,-7.458626202497869,-0.38750693951809173,10,train,22.0,70.0,76.0,52.0,62.0,0.652
0.01,inf,-7.69148890376033,-0.48349914883366446,10,train,28.000000000000004,70.0,76.0,52.0,62.0,0.654
0.05,inf,-8.390516220923358,-0.747651799067748,10,train,34.0,68.0,78.0,54.0,62.0,0.649
0.1,inf,-8.46086812364683,-0.8402425769957963,10,train,34.0,68.0,78.0,54.0,64.0,0.648
0.15,inf,-8.216768782627282,-0.8641876526194845,10,train,34.0,66.0,76.0,54.0,64.0,0.646
0.25,inf,-7.483769474991677,-0.9106627785149709,10,train,34.0,66.0,76.0,54.0,64.0,0.648
0.35,inf,-6.689603660491505,-0.9571379044104579,10,train,32.0,66.0,78.0,52.0,64.0,0.645
0.5,inf,-5.477139087593906,-1.026850593253687,10,train,32.0,66.0,78.0,52.0,64.0,0.65
0.0,,,,10,test,20.0,68.0,79.0,42.0,52.0,0.631
0.001,inf,-5.920177423850519,-0.19209165457765126,11,train,16.0,66.0,70.0,36.0,48.0,0.573
0.005,inf,-6.098048663290583,-0.4850532385205393,11,train,20.0,66.0,74.0,34.0,46.0,0.58
0.01,inf,-6.39998258159675,-0.6174284265549228,11,train,20.0,66.0,74.0,36.0,48.0,0.59
0.05,inf,-7.6275499109161995,-0.8118498773454053,11,train,20.0,70.0,80.0,36.0,50.0,0.622
0.1,inf,-7.971001638800159,-0.8411422168379671,11,train,20.0,68.0,80.0,38.0,52.0,0.625
0.15,inf,-7.856694403720529,-0.8643691060542532,11,train,20.0,68.0,80.0,38.0,50.0,0.624
0.25,inf,-7.292504791256164,-0.9108228844868256,11,train,20.0,68.0,80.0,38.0,50.0,0.629
0.35,inf,-6.639022770467487,-0.9406871664069282,11,train,20.0,68.0,80.0,38.0,48.0,0.628
0.5,inf,-5.644141489435395,-0.9726832270070892,11,train,20.0,68.0,80.0,38.0,48.0,0.62
0.0,,,,11,test,20.0,68.0,73.0,49.0,56.99999999999999,0.629
0.001,inf,-5.047642570839045,-0.13442039836040873,12,train,26.0,66.0,72.0,52.0,57.99999999999999,0.62
0.005,inf,-5.161157838655687,-0.41009563747653943,12,train,30.0,66.0,72.0,50.0,57.99999999999999,0.624
0.01,inf,-5.360502225174154,-0.5599309791607741,12,train,34.0,66.0,74.0,50.0,57.99999999999999,0.636
0.05,inf,-6.191529170484619,-0.7578436070849381,12,train,32.0,72.0,78.0,48.0,62.0,0.672
0.1,inf,-6.305835787148152,-0.7577819136176233,12,train,32.0,72.0,78.0,50.0,62.0,0.679
0.15,inf,-6.149137310475217,-0.7156829184166441,12,train,30.0,72.0,78.0,50.0,62.0,0.677
0.25,inf,-5.6260844081550845,-0.631484928014686,12,train,30.0,72.0,78.0,54.0,60.0,0.68
0.35,inf,-5.049933945417168,-0.5472869376127281,12,train,30.0,72.0,80.0,52.0,57.99999999999999,0.675
0.5,inf,-4.162964479469317,-0.42098995200979067,12,train,30.0,68.0,80.0,52.0,57.99999999999999,0.669
0.0,,,,12,test,23.0,66.0,75.0,46.0,56.00000000000001,0.622
0.001,inf,-5.920338520119884,-0.1464146148665346,13,train,24.0,72.0,84.0,44.0,52.0,0.654
0.005,inf,-6.030077774954956,-0.4245532976962522,13,train,24.0,74.0,84.0,46.0,52.0,0.664
0.01,inf,-6.243328614595847,-0.5528033068863336,13,train,24.0,76.0,88.0,46.0,54.0,0.677
0.05,inf,-7.1219415683312235,-0.6809556951864266,13,train,24.0,72.0,90.0,50.0,56.00000000000001,0.689
0.1,inf,-7.184533198936066,-0.7776660504641001,13,train,24.0,74.0,88.0,50.0,57.99999999999999,0.69
